resources,cache_last_updated,cache_url,created,description,format,hash,id,last_modified,mimetype,mimetype_inner,name,package_id,position,resource_type,revision_id,size,state,url,url_type,webstore_last_updated,webstore_url,dpe:portal,dpe:tags,dpe:themes,dpe:organisation.approval_status,dpe:organisation.created,dpe:organisation.description,dpe:organisation.id,dpe:organisation.image_url,dpe:organisation.is_organization,dpe:organisation.name,dpe:organisation.revision_id,dpe:organisation.state,dpe:organisation.title,dpe:organisation.type
10,,,2019-12-18T13:20:28.050Z,,zip,6c13af9e85ce572c5d998b4871319ff6,f14aefb7-6ef2-48e7-b9b1-a6e8320bd526,,,,Statements of common ground.zip,e5766a09-ab6f-4c69-a123-f7c2dd92a421,6,,,5422967,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/citroen-site-public-inquiry-documents/2019-12-18T13%3A20%3A25/Statements%20of%20common%20ground.zip,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
11,,,2019-11-19T16:55:19.401Z,,pdf,c39c63236183519543abd9b9b0befd4f,2c40a1e1-510e-41c6-b736-33386cf5ec6b,,,,LFB corporate performance digest 2019/20 Q2,33d67dec-13a4-4842-91af-68c6ff56ef3f,2,,,1788726,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/lfb-financial-and-performance-reporting-2019-20/2019-11-19T16%3A55%3A15/Corporate%20Perrformance%20Digest%20Q2%202019-20.pdf,,,,data.london.gov.uk,"budget, performance, monitoring, LFB, LFC, Mayor","[{'description': '', 'display_name': 'Crime and Community Safety', 'id': '45f26a78-96f6-44e0-846f-701c623f0efd', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A48.01/crime-and-community-safety.png', 'name': 'crime-and-community-safety', 'title': 'Crime and Community Safety'}, {'description': '', 'display_name': 'Transparency', 'id': '1d5852ed-0315-4472-927a-3d1bdaa4f630', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A24.62/transparency.png', 'name': 'transparency', 'title': 'Transparency'}]",approved,2014-10-01T12:57:29.029Z,,ed9dfa59-ec53-443f-a843-15b216b65288,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A52%3A26.80/lfb.png,True,lfb,,active,London Fire Brigade,organization
12,,,2019-03-27T19:42:51.664Z,,pdf,e3bfc100abc3d0e76e7f50db8fd37d21,4785a0af-d97d-493d-847c-a2f236cba107,,,,Appendix 8.2_Part3.pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,192,,,23020252,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T19%3A42%3A40/Appendix%208.2_Part3.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
13,,,2019-03-27T20:09:03.546Z,,pdf,c12d9e8d62dc0bfc496ba8c311db6ad4,0e532217-40cc-484c-b1b0-b1cbb03d908b,,,,Pentavia Mill Hill_Design and Access Statement_Appendix_Part1.pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,51,,,10354521,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T20%3A08%3A55/Pentavia%20Mill%20Hill_Design%20and%20Access%20Statement_Appendix_Part1.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
14,,,2019-06-28T10:54:51.763Z,,pdf,19862fbf7a36b35d9aa498369bdfffc4,efcac18c-e096-4af0-ab9c-5622543e2022,,,,IQL-A-AFK-S4-A25-10-03-SECTION FF.pdf,cebec6be-b8bf-4d7d-ab00-ad58e5a9eba0,3,,,430166,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents-31-may---3-july-2019/2019-06-28T10%3A54%3A50/IQL-A-AFK-S4-A25-10-03-SECTION%20FF.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
15,,,2019-03-27T20:04:19.682Z,,pdf,9fcfa1af351673413f02a903823709a6,2876d9db-416e-43b7-897a-96bf88807a65,,,,A_44032_MH - A50-00-37 - TYPICAL 3 BEDROOM APARTMENT_F.01.pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,80,,,776798,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T20%3A04%3A15/A_44032_MH%20-%20A50-00-37%20-%20TYPICAL%203%20BEDROOM%20APARTMENT_F.01.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
16,,,2019-11-14T16:41:28.881Z,,zip,4d8369666976a62a5aafa85c8901c904,9b4f9d7b-1675-468b-8568-bf3dbc125bc8,,,,Green DER.zip,94401e9a-7ef7-495d-96a7-6b22e7226dac,18,,,5478423,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/100-west-cromwell-road-consultation-documents/2019-11-14T16%3A41%3A26/Green%20DER.zip,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
17,,,2019-03-27T19:32:38.326Z,,pdf,62e55e39b3864b13dbe04cc62e0f7ad6,1ae5a25c-a256-4ceb-96cd-6715361a2935,,,,Appendix 2.3.pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,210,,,14289283,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T19%3A32%3A33/Appendix%202.3.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
18,,,2019-05-24T14:43:36.146Z,,spreadsheet,a8ce4ad7731d23c13e138809199b51ee,533a525b-dd05-47dc-b58f-02e99ed9ebfa,,,,Jan 2019 - YouGov / GLA poll results,c9aabd15-c36e-40d0-a149-5df9c3501612,22,,,30665,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/gla-poll-results-2019/2019-05-24T14%3A43%3A33/Jan%202019%20-%20YouGov%20GLA%20poll%20results.xlsx,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Transparency', 'id': '1d5852ed-0315-4472-927a-3d1bdaa4f630', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A24.62/transparency.png', 'name': 'transparency', 'title': 'Transparency'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
19,,,2019-03-27T20:18:03.502Z,,pdf,bbf5656e1012f086659273f808e53c55,c6d3f1a7-3712-4e20-b455-742a9f7ab278,,,,"Pentavia, Mill Hill - Ground Investigation Report, May 2015 - Part 1.pdf",51f40cf8-4b52-4923-bd1b-cc4832af0026,8,,,12526036,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T20%3A17%3A51/Pentavia%2C%20Mill%20Hill%20-%20Ground%20Investigation%20Report%2C%20May%202015%20-%20Part%201.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
20,,,2019-03-27T19:58:57.117Z,,pdf,fb0042ab2ca6c2ff0d65b0f4558f4058,63da00b7-b630-4ead-aac9-4ee51b11b521,,,,A_44032_MH - A50-00-14 - TYPICAL 2 BEDROOM APARTMENT_A.03.pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,104,,,745717,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T19%3A58%3A52/A_44032_MH%20-%20A50-00-14%20-%20TYPICAL%202%20BEDROOM%20APARTMENT_A.03.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
21,,,2016-12-01T11:43:35.869Z,,spreadsheet,08aab2f5407b08c4fc598176db129e2d,d1e4aebd-3359-4b15-96cc-91d311f1ed2b,,,,London's Economic Outlook: Autumn 2012 xls,9b16ee6c-4275-4de4-9c0b-d9803dfeb191,29,,,24064,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/medium-term-economic-forecast/2016-12-01T11%3A43%3A31/gla-london-economic-outlook-2012-11.xls,,,,data.london.gov.uk,"economic-forecast, household-expenditure, household-income, employment, leo, output, economy","[{'description': '', 'display_name': 'Business and Economy', 'id': '737cc837-707b-42a9-8f58-c70f35a8eb28', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A08.31/business-and-economy.png', 'name': 'business-and-economy', 'title': 'Business and Economy'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
22,,,2019-12-17T15:23:19.610Z,,pdf,cbb39868e1a06abc767ee119d3cf62b8,a422b643-1ed1-436c-9568-93f48995f2e2,,,,AppendixE_TAW_TransportStrategy.pdf,16fbfd9d-8330-46db-a37c-ac2196d0993e,4,,,1782128,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/thamesmead-and-abbey-wood-opportunity-area-documents/2019-12-17T15%3A23%3A17/AppendixE_TAW_TransportStrategy.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
23,,,2020-01-21T14:29:51.279Z,,csv,fa69b19c152df87fe2accc93ee181e06,df50beb4-6fcd-4acd-8752-19e37f1a59d0,,,,Food establishments in London.csv,0a2ea26c-5b56-4966-9d15-d70dd5d7667d,0,,,274094,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/approved-food-establishments-/2020-01-21T14%3A29%3A49/Food_Establishment_London.csv,,,,data.london.gov.uk,,"[{'description': ""Datasets about London's facilities including museums and galleries."", 'display_name': 'Art and Culture', 'id': '66a92e74-4325-4b62-a0eb-5d851d43a90b', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A00.37/art-and-culture.png', 'name': 'art-and-culture', 'title': 'Art and Culture'}]",approved,2014-10-01T12:57:26.847Z,,6880d00f-8d29-44df-ad95-e58e71d3083c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A47%3A54.28/food-standards-agency.jpg,True,food-standards-agency,,active,Food Standards Agency,organization
24,,,2019-03-27T19:31:23.125Z,,pdf,11e4608436012a3c6223af5a80aa889e,b1910584-3769-4276-946a-9479bb357fa3,,,,ES Volume I Cover Page.pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,214,,,1813620,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T19%3A31%3A20/ES%20Volume%20I%20Cover%20Page.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
25,,,2017-06-26T15:35:54.432Z,,spreadsheet,2be1954e948d5bbd24e888d715f04746,a45af590-36b1-4651-aa23-835ac5572f1c,,,,London's Economic Outlook: Spring 2017 xls,9b16ee6c-4275-4de4-9c0b-d9803dfeb191,11,,,50176,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/medium-term-economic-forecast/2017-06-26T15%3A35%3A48/GLA-london-economic-outlook-2017-6.xls,,,,data.london.gov.uk,"economic-forecast, household-expenditure, household-income, employment, leo, output, economy","[{'description': '', 'display_name': 'Business and Economy', 'id': '737cc837-707b-42a9-8f58-c70f35a8eb28', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A08.31/business-and-economy.png', 'name': 'business-and-economy', 'title': 'Business and Economy'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
26,,,2019-11-29T08:39:17.420Z,,zip,42b43e9c8f5b55b5313a16c8773b0319,07b2013d-dfa0-4941-b60b-ae5bae8227fa,,,,4. Revised Air Quality Assessment.zip,168a848a-5c12-4ac2-a192-2a1cb7803a54,3,,,4339847,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/manor-road-public-consultation-documents/2019-11-29T08%3A39%3A14/4.%20Revised%20Air%20Quality%20Assessment.zip,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
27,,,2019-05-24T14:42:43.612Z,,spreadsheet,146f93a7e7a1c72fc8bdf21dfd5ee10f,aa3d248a-1287-42af-8f0d-ddbfc41c9fd9,,,,Feb 2019 - YouGov / GLA poll #2 results,c9aabd15-c36e-40d0-a149-5df9c3501612,17,,,83968,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/gla-poll-results-2019/2019-05-24T14%3A42%3A41/Feb%202019%20-%20YouGov%20GLA%20poll%20%232%20results.xls,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Transparency', 'id': '1d5852ed-0315-4472-927a-3d1bdaa4f630', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A24.62/transparency.png', 'name': 'transparency', 'title': 'Transparency'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
28,,,2019-05-24T14:43:35.843Z,,spreadsheet,0e77be78a5b1700e25664bb4f63d0451,101661dc-8115-4e6e-b5f8-dcfe7989ae60,,,,Jan 2019 - Survation / GLA poll results,c9aabd15-c36e-40d0-a149-5df9c3501612,20,,,125108,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/gla-poll-results-2019/2019-05-24T14%3A43%3A33/Jan%202019%20-%20Survation%20GLA%20poll%20results.xlsx,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Transparency', 'id': '1d5852ed-0315-4472-927a-3d1bdaa4f630', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A24.62/transparency.png', 'name': 'transparency', 'title': 'Transparency'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
29,,,2018-03-22T12:31:03.960Z,File in CSV format,csv,1572751a7d63744768c2e411cb989b1a-17,c52e733d-bf7e-44b8-9c97-827cb2bc53be,,,,Borough_tree_list.csv,75637c21-3f08-46e8-b871-bbea98dc278f,0,,,84774841,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/local-authority-maintained-trees/2018-03-22T12%3A31%3A11/london_street_trees_gla_20180214.csv,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Environment', 'id': 'fb70a4e6-311c-41c1-8429-3fe27ebc928a', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A45%3A20.08/environment.png', 'name': 'environment', 'title': 'Environment'}, {'description': '', 'display_name': 'Transparency', 'id': '1d5852ed-0315-4472-927a-3d1bdaa4f630', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A24.62/transparency.png', 'name': 'transparency', 'title': 'Transparency'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
30,,,2019-03-27T19:50:24.303Z,,pdf,977d433c1f628c9ae8ffed5551f91981,aca4c75a-a3ee-4ba5-9586-7916c24fa62f,,,,A_44032_MH - A11-00-08 - LEVEL 00_SHEET 08.pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,139,,,2328393,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T19%3A50%3A21/A_44032_MH%20-%20A11-00-08%20-%20LEVEL%2000_SHEET%2008.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
